equipamento;logradouro;horainicio;horafinal;quant000-009;porcentagem000-009;quant010-019;porcentagem010-019;quant020-029;porcentagem020-029;quant030-039;porcentagem030-039;quant040-049;porcentagem040-049;quant050-059;porcentagem050-059;quant060-069;porcentagem060-069;quant070-079;porcentagem070-079;quant080-089;porcentagem080-089;quant090-099;porcentagem090-099;quant100-200;porcentagem100-200;quanttotal;porcentagemtotal
CTTU-4133 (3CN) do equipamento D23CN000;AV. AFONSO OLINDENSE, N. 996  BAIRRO: VARZEA - SENT. CAXANGA;14:00;15:00;206;5,5;988;4,49;9253;5,46;7433;6,09;274;3,3;43;1,77;15;1,96;4;2,23;2;4,88;0;0;0;0;18218;5,54
CTTU-4133 (3CN) do equipamento D23CN000;AV. AFONSO OLINDENSE, N. 996  BAIRRO: VARZEA - SENT. CAXANGA;15:00;16:00;194;5,18;1094;4,97;9193;5,42;7255;5,94;246;2,96;37;1,52;13;1,7;1;0,56;0;0;0;0;0;0;18033;5,48
CTTU-4133 (3CN) do equipamento D23CN000;AV. AFONSO OLINDENSE, N. 996  BAIRRO: VARZEA - SENT. CAXANGA;16:00;17:00;196;5,23;1424;6,47;10883;6,42;7003;5,73;225;2,71;49;2,02;8;1,05;2;1,12;0;0;0;0;1;9,09;19791;6,01
CTTU-4133 (3CN) do equipamento D23CN000;AV. AFONSO OLINDENSE, N. 996  BAIRRO: VARZEA - SENT. CAXANGA;17:00;18:00;306;8,16;2250;10,22;13427;7,92;5869;4,81;214;2,57;58;2,39;17;2,22;1;0,56;3;7,32;0;0;0;0;22145;6,73
CTTU-4133 (3CN) do equipamento D23CN000;AV. AFONSO OLINDENSE, N. 996  BAIRRO: VARZEA - SENT. CAXANGA;18:00;19:00;271;7,23;1902;8,64;12214;7,21;4998;4,09;153;1,84;48;1,97;5;0,65;4;2,23;0;0;0;0;3;27,27;19598;5,95
CTTU-4133 (3CN) do equipamento D23CN000;AV. AFONSO OLINDENSE, N. 996  BAIRRO: VARZEA - SENT. CAXANGA;19:00;20:00;213;5,68;1288;5,85;10845;6,4;5106;4,18;179;2,15;39;1,6;16;2,09;3;1,68;0;0;1;5,88;1;9,09;17691;5,38
CTTU-4133 (3CN) do equipamento D23CN000;AV. AFONSO OLINDENSE, N. 996  BAIRRO: VARZEA - SENT. CAXANGA;20:00;21:00;165;4,4;988;4,49;8889;5,25;4967;4,07;181;2,18;61;2,51;21;2,75;7;3,91;0;0;1;5,88;1;9,09;15281;4,64
CTTU-4133 (3CN) do equipamento D23CN000;AV. AFONSO OLINDENSE, N. 996  BAIRRO: VARZEA - SENT. CAXANGA;21:00;22:00;129;3,44;734;3,33;7349;4,34;4754;3,89;217;2,61;60;2,47;29;3,79;1;0,56;0;0;0;0;1;9,09;13274;4,03
CTTU-4133 (3CN) do equipamento D23CN000;AV. AFONSO OLINDENSE, N. 996  BAIRRO: VARZEA - SENT. CAXANGA;22:00;23:00;85;2,27;466;2,12;4212;2,49;4694;3,84;755;9,08;183;7,53;70;9,15;18;10,06;2;4,88;3;17,65;0;0;10488;3,19
CTTU-4133 (3CN) do equipamento D23CN000;AV. AFONSO OLINDENSE, N. 996  BAIRRO: VARZEA - SENT. CAXANGA;23:00;23:59;55;1,47;277;1,26;1940;1,14;2835;2,32;842;10,13;293;12,05;69;9,02;16;8,94;3;7,32;1;5,88;0;0;6331;1,92
CTTU-4134 (3CO) do equipamento D23CO000;AV. MAURICIO DE NASSAU, 276 - IPUTINGA - SENT. BR-101;00:00;01:00;2;0,05;58;0,16;647;0,28;1312;0,92;534;8,84;267;14,86;115;17,8;39;17,33;10;14,71;7;26,92;1;12,5;2992;0,71
CTTU-4134 (3CO) do equipamento D23CO000;AV. MAURICIO DE NASSAU, 276 - IPUTINGA - SENT. BR-101;01:00;02:00;2;0,05;33;0,09;371;0,16;727;0,51;338;5,6;199;11,07;83;12,85;27;12;12;17,65;4;15,38;1;12,5;1797;0,43
CTTU-4134 (3CO) do equipamento D23CO000;AV. MAURICIO DE NASSAU, 276 - IPUTINGA - SENT. BR-101;02:00;03:00;1;0,02;22;0,06;226;0,1;477;0,34;301;4,98;152;8,46;70;10,84;30;13,33;8;11,76;3;11,54;0;0;1290;0,31
CTTU-4134 (3CO) do equipamento D23CO000;AV. MAURICIO DE NASSAU, 276 - IPUTINGA - SENT. BR-101;03:00;04:00;2;0,05;33;0,09;208;0,09;368;0,26;229;3,79;128;7,12;59;9,13;22;9,78;5;7,35;1;3,85;1;12,5;1056;0,25
CTTU-4134 (3CO) do equipamento D23CO000;AV. MAURICIO DE NASSAU, 276 - IPUTINGA - SENT. BR-101;04:00;05:00;1;0,02;39;0,11;317;0,14;613;0,43;266;4,4;145;8,07;52;8,05;18;8;2;2,94;2;7,69;0;0;1455;0,35
CTTU-4134 (3CO) do equipamento D23CO000;AV. MAURICIO DE NASSAU, 276 - IPUTINGA - SENT. BR-101;05:00;06:00;3;0,07;93;0,26;1411;0,62;3308;2,33;567;9,39;152;8,46;39;6,04;17;7,56;3;4,41;0;0;0;0;5593;1,34
CTTU-4134 (3CO) do equipamento D23CO000;AV. MAURICIO DE NASSAU, 276 - IPUTINGA - SENT. BR-101;06:00;07:00;38;0,9;569;1,6;7459;3,27;7848;5,52;209;3,46;20;1,11;3;0,46;3;1,33;0;0;0;0;0;0;16149;3,86
CTTU-4134 (3CO) do equipamento D23CO000;AV. MAURICIO DE NASSAU, 276 - IPUTINGA - SENT. BR-101;07:00;08:00;191;4,5;2008;5,64;14915;6,54;8917;6,28;158;2,62;21;1,17;6;0,93;0;0;0;0;0;0;0;0;26216;6,26
CTTU-4134 (3CO) do equipamento D23CO000;AV. MAURICIO DE NASSAU, 276 - IPUTINGA - SENT. BR-101;08:00;09:00;212;5;2303;6,47;15727;6,9;8901;6,27;116;1,92;22;1,22;3;0,46;1;0,44;1;1,47;1;3,85;2;25;27289;6,52
CTTU-4134 (3CO) do equipamento D23CO000;AV. MAURICIO DE NASSAU, 276 - IPUTINGA - SENT. BR-101;09:00;10:00;171;4,03;2146;6,03;14949;6,55;8431;5,93;122;2,02;14;0,78;2;0,31;1;0,44;0;0;0;0;0;0;25836;6,17
CTTU-4134 (3CO) do equipamento D23CO000;AV. MAURICIO DE NASSAU, 276 - IPUTINGA - SENT. BR-101;10:00;11:00;179;4,22;1889;5,31;14780;6,48;8260;5,81;118;1,95;7;0,39;4;0,62;0;0;0;0;0;0;0;0;25237;6,03
CTTU-4134 (3CO) do equipamento D23CO000;AV. MAURICIO DE NASSAU, 276 - IPUTINGA - SENT. BR-101;11:00;12:00;135;3,18;1751;4,92;15062;6,6;8780;6,18;176;2,91;15;0,83;3;0,46;3;1,33;3;4,41;1;3,85;0;0;25929;6,19
CTTU-4134 (3CO) do equipamento D23CO000;AV. MAURICIO DE NASSAU, 276 - IPUTINGA - SENT. BR-101;12:00;13:00;94;2,22;1574;4,42;14694;6,44;9941;7;204;3,38;18;1;5;0,77;0;0;0;0;0;0;0;0;26530;6,33
CTTU-4134 (3CO) do equipamento D23CO000;AV. MAURICIO DE NASSAU, 276 - IPUTINGA - SENT. BR-101;13:00;14:00;85;2;1200;3,37;13016;5,71;9848;6,93;190;3,15;22;1,22;7;1,08;3;1,33;0;0;0;0;1;12,5;24372;5,82
CTTU-4134 (3CO) do equipamento D23CO000;AV. MAURICIO DE NASSAU, 276 - IPUTINGA - SENT. BR-101;14:00;15:00;193;4,55;1801;5,06;14162;6,21;8879;6,25;177;2,93;29;1,61;4;0,62;0;0;1;1,47;1;3,85;0;0;25247;6,03
CTTU-4134 (3CO) do equipamento D23CO000;AV. MAURICIO DE NASSAU, 276 - IPUTINGA - SENT. BR-101;15:00;16:00;174;4,1;1721;4,84;14723;6,45;9163;6,45;140;2,32;31;1,73;7;1,08;0;0;3;4,41;0;0;0;0;25962;6,2
CTTU-4134 (3CO) do equipamento D23CO000;AV. MAURICIO DE NASSAU, 276 - IPUTINGA - SENT. BR-101;16:00;17:00;173;4,08;2534;7,12;16287;7,14;8504;5,99;140;2,32;13;0,72;4;0,62;4;1,78;0;0;0;0;1;12,5;27660;6,6
CTTU-4134 (3CO) do equipamento D23CO000;AV. MAURICIO DE NASSAU, 276 - IPUTINGA - SENT. BR-101;17:00;18:00;787;18,56;4539;12,75;15977;7;6735;4,74;95;1,57;9;0,5;1;0,15;2;0,89;0;0;0;0;1;12,5;28146;6,72
CTTU-4134 (3CO) do equipamento D23CO000;AV. MAURICIO DE NASSAU, 276 - IPUTINGA - SENT. BR-101;18:00;19:00;1325;31,25;5995;16,85;12554;5,5;5144;3,62;69;1,14;7;0,39;1;0,15;0;0;0;0;3;11,54;0;0;25098;5,99
CTTU-4134 (3CO) do equipamento D23CO000;AV. MAURICIO DE NASSAU, 276 - IPUTINGA - SENT. BR-101;19:00;20:00;363;8,56;2975;8,36;14427;6,33;6145;4,33;92;1,52;14;0,78;4;0,62;1;0,44;0;0;0;0;0;0;24021;5,74
CTTU-4134 (3CO) do equipamento D23CO000;AV. MAURICIO DE NASSAU, 276 - IPUTINGA - SENT. BR-101;20:00;21:00;54;1,27;1191;3,35;11210;4,91;5906;4,16;135;2,24;12;0,67;5;0,77;1;0,44;1;1,47;0;0;0;0;18515;4,42
CTTU-4134 (3CO) do equipamento D23CO000;AV. MAURICIO DE NASSAU, 276 - IPUTINGA - SENT. BR-101;21:00;22:00;36;0,85;684;1,92;8432;3,7;5352;3,77;111;1,84;15;0,83;9;1,39;5;2,22;0;0;0;0;0;0;14644;3,5
CTTU-4134 (3CO) do equipamento D23CO000;AV. MAURICIO DE NASSAU, 276 - IPUTINGA - SENT. BR-101;22:00;23:00;11;0,26;304;0,85;4769;2,09;5527;3,89;733;12,14;176;9,79;55;8,51;15;6,67;4;5,88;1;3,85;0;0;11595;2,77
CTTU-4134 (3CO) do equipamento D23CO000;AV. MAURICIO DE NASSAU, 276 - IPUTINGA - SENT. BR-101;23:00;23:59;8;0,19;127;0,36;1766;0,77;2977;2,1;819;13,56;309;17,2;105;16,25;33;14,67;15;22,06;2;7,69;0;0;6161;1,47
CTTU-4135 (3CP) do equipamento D23CP000;AVENIDA ALFREDO LISBOA , 33 - SENTIDO BAIRRO SANTO AMARO;00:00;01:00;16;0,11;348;0,42;3343;0,99;3895;2,17;841;11,84;289;12,71;105;11,11;26;9,56;3;5;1;10;0;0;8867;1,41
CTTU-4135 (3CP) do equipamento D23CP000;AVENIDA ALFREDO LISBOA , 33 - SENTIDO BAIRRO SANTO AMARO;01:00;02:00;2;0,01;165;0,2;1708;0,5;2343;1,3;698;9,83;285;12,54;117;12,38;38;13,97;5;8,33;1;10;0;0;5362;0,85
CTTU-4135 (3CP) do equipamento D23CP000;AVENIDA ALFREDO LISBOA , 33 - SENTIDO BAIRRO SANTO AMARO;02:00;03:00;5;0,03;130;0,16;1053;0,31;1710;0,95;569;8,01;283;12,45;129;13,65;50;18,38;9;15;5;50;0;0;3943;0,63
CTTU-4135 (3CP) do equipamento D23CP000;AVENIDA ALFREDO LISBOA , 33 - SENTIDO BAIRRO SANTO AMARO;03:00;04:00;5;0,03;55;0,07;559;0,16;1165;0,65;496;6,98;269;11,83;142;15,03;37;13,6;6;10;1;10;0;0;2735;0,44
CTTU-4135 (3CP) do equipamento D23CP000;AVENIDA ALFREDO LISBOA , 33 - SENTIDO BAIRRO SANTO AMARO;04:00;05:00;3;0,02;14;0,02;348;0,1;957;0,53;415;5,84;271;11,92;129;13,65;29;10,66;13;21,67;1;10;0;0;2180;0,35
CTTU-4135 (3CP) do equipamento D23CP000;AVENIDA ALFREDO LISBOA , 33 - SENTIDO BAIRRO SANTO AMARO;05:00;06:00;1;0,01;19;0,02;889;0,26;2673;1,49;526;7,4;226;9,94;115;12,17;33;12,13;12;20;1;10;0;0;4495;0,72
CTTU-4135 (3CP) do equipamento D23CP000;AVENIDA ALFREDO LISBOA , 33 - SENTIDO BAIRRO SANTO AMARO;06:00;07:00;2;0,01;70;0,08;5094;1,5;8222;4,57;360;5,07;81;3,56;41;4,34;20;7,35;2;3,33;0;0;0;0;13892;2,21
CTTU-4135 (3CP) do equipamento D23CP000;AVENIDA ALFREDO LISBOA , 33 - SENTIDO BAIRRO SANTO AMARO;07:00;08:00;6;0,04;219;0,26;14372;4,24;15431;8,58;232;3,27;42;1,85;11;1,16;0;0;0;0;0;0;0;0;30313;4,83
CTTU-4135 (3CP) do equipamento D23CP000;AVENIDA ALFREDO LISBOA , 33 - SENTIDO BAIRRO SANTO AMARO;08:00;09:00;27;0,18;614;0,74;21839;6,44;16692;9,28;204;2,87;32;1,41;5;0,53;0;0;0;0;0;0;0;0;39413;6,28
CTTU-4135 (3CP) do equipamento D23CP000;AVENIDA ALFREDO LISBOA , 33 - SENTIDO BAIRRO SANTO AMARO;09:00;10:00;81;0,54;1077;1,3;23395;6,9;14849;8,26;192;2,7;20;0,88;3;0,32;1;0,37;0;0;0;0;0;0;39618;6,31
CTTU-4135 (3CP) do equipamento D23CP000;AVENIDA ALFREDO LISBOA , 33 - SENTIDO BAIRRO SANTO AMARO;10:00;11:00;323;2,17;1937;2,34;22802;6,72;13570;7,55;189;2,66;27;1,19;5;0,53;3;1,1;2;3,33;0;0;0;0;38858;6,19
CTTU-4135 (3CP) do equipamento D23CP000;AVENIDA ALFREDO LISBOA , 33 - SENTIDO BAIRRO SANTO AMARO;11:00;12:00;570;3,82;2652;3,21;23899;7,04;13009;7,23;172;2,42;24;1,06;3;0,32;0;0;0;0;0;0;0;0;40329;6,43
CTTU-4135 (3CP) do equipamento D23CP000;AVENIDA ALFREDO LISBOA , 33 - SENTIDO BAIRRO SANTO AMARO;12:00;13:00;359;2,41;2105;2,55;25203;7,43;13149;7,31;184;2,59;28;1,23;2;0,21;2;0,74;0;0;0;0;0;0;41032;6,54
CTTU-4135 (3CP) do equipamento D23CP000;AVENIDA ALFREDO LISBOA , 33 - SENTIDO BAIRRO SANTO AMARO;13:00;14:00;120;0,81;1882;2,28;23823;7,02;12483;6,94;162;2,28;20;0,88;0;0;2;0,74;0;0;0;0;0;0;38492;6,14
CTTU-4135 (3CP) do equipamento D23CP000;AVENIDA ALFREDO LISBOA , 33 - SENTIDO BAIRRO SANTO AMARO;14:00;15:00;156;1,05;2950;3,57;25954;7,65;11947;6,64;151;2,13;9;0,4;3;0,32;0;0;0;0;0;0;0;0;41170;6,56
CTTU-4135 (3CP) do equipamento D23CP000;AVENIDA ALFREDO LISBOA , 33 - SENTIDO BAIRRO SANTO AMARO;15:00;16:00;414;2,78;5140;6,22;28448;8,38;9918;5,52;129;1,82;11;0,48;4;0,42;0;0;0;0;0;0;0;0;44064;7,02
CTTU-4135 (3CP) do equipamento D23CP000;AVENIDA ALFREDO LISBOA , 33 - SENTIDO BAIRRO SANTO AMARO;16:00;17:00;1367;9,17;9780;11,83;24487;7,22;6969;3,88;95;1,34;14;0,62;6;0,63;0;0;0;0;0;0;0;0;42718;6,81
CTTU-4135 (3CP) do equipamento D23CP000;AVENIDA ALFREDO LISBOA , 33 - SENTIDO BAIRRO SANTO AMARO;17:00;18:00;4173;28;16853;20,38;13902;4,1;2645;1,47;47;0,66;12;0,53;3;0,32;4;1,47;0;0;0;0;0;0;37639;6
CTTU-4135 (3CP) do equipamento D23CP000;AVENIDA ALFREDO LISBOA , 33 - SENTIDO BAIRRO SANTO AMARO;18:00;19:00;4987;33,46;18293;22,12;10409;3,07;1205;0,67;35;0,49;12;0,53;6;0,63;5;1,84;1;1,67;0;0;1;33,33;34954;5,57
CTTU-4135 (3CP) do equipamento D23CP000;AVENIDA ALFREDO LISBOA , 33 - SENTIDO BAIRRO SANTO AMARO;19:00;20:00;1838;12,33;10658;12,89;18584;5,48;3912;2,18;40;0,56;12;0,53;8;0,85;1;0,37;4;6,67;0;0;2;66,67;35059;5,59
CTTU-4135 (3CP) do equipamento D23CP000;AVENIDA ALFREDO LISBOA , 33 - SENTIDO BAIRRO SANTO AMARO;20:00;21:00;357;2,4;3442;4,16;18612;5,49;5858;3,26;79;1,11;10;0,44;4;0,42;0;0;0;0;0;0;0;0;28362;4,52
CTTU-4135 (3CP) do equipamento D23CP000;AVENIDA ALFREDO LISBOA , 33 - SENTIDO BAIRRO SANTO AMARO;21:00;22:00;50;0,34;2317;2,8;13709;4,04;5097;2,83;80;1,13;13;0,57;2;0,21;0;0;0;0;0;0;0;0;21268;3,39
CTTU-4135 (3CP) do equipamento D23CP000;AVENIDA ALFREDO LISBOA , 33 - SENTIDO BAIRRO SANTO AMARO;22:00;23:00;33;0,22;1390;1,68;10388;3,06;6186;3,44;450;6,33;93;4,09;22;2,33;6;2,21;0;0;0;0;0;0;18568;2,96
CTTU-4135 (3CP) do equipamento D23CP000;AVENIDA ALFREDO LISBOA , 33 - SENTIDO BAIRRO SANTO AMARO;23:00;23:59;11;0,07;593;0,72;6466;1,91;5947;3,31;758;10,67;190;8,36;80;8,47;15;5,51;3;5;0;0;0;0;14063;2,24
CTTU-4136 (3CQ) do equipamento D23CQ000;CABANGA - DEFRONTE A PCA. GOV. PAULO GUERRA, SENT. PINA -;00:00;01:00;1;0,65;1;0,06;3;0,26;115;0,26;2584;0,52;5340;2,12;2463;13,05;1143;17,26;397;16,89;103;19,04;25;15,06;12175;1,48
CTTU-4136 (3CQ) do equipamento D23CQ000;CABANGA - DEFRONTE A PCA. GOV. PAULO GUERRA, SENT. PINA -;01:00;02:00;0;0;2;0,11;5;0,43;94;0,21;1402;0,28;3426;1,36;1790;9,48;934;14,1;344;14,64;73;13,49;20;12,05;8090;0,98
CTTU-4136 (3CQ) do equipamento D23CQ000;CABANGA - DEFRONTE A PCA. GOV. PAULO GUERRA, SENT. PINA -;02:00;03:00;0;0;0;0;0;0;68;0,15;984;0,2;2325;0,92;1396;7,4;751;11,34;287;12,21;59;10,91;19;11,45;5889;0,72
CTTU-4136 (3CQ) do equipamento D23CQ000;CABANGA - DEFRONTE A PCA. GOV. PAULO GUERRA, SENT. PINA -;03:00;04:00;1;0,65;3;0,17;1;0,09;35;0,08;697;0,14;1981;0,79;1419;7,52;883;13,33;324;13,79;73;13,49;17;10,24;5434;0,66
CTTU-4136 (3CQ) do equipamento D23CQ000;CABANGA - DEFRONTE A PCA. GOV. PAULO GUERRA, SENT. PINA -;04:00;05:00;0;0;2;0,11;1;0,09;74;0,17;936;0,19;2364;0,94;1352;7,16;810;12,23;329;14;61;11,28;31;18,67;5960;0,72
CTTU-4136 (3CQ) do equipamento D23CQ000;CABANGA - DEFRONTE A PCA. GOV. PAULO GUERRA, SENT. PINA -;05:00;06:00;3;1,95;9;0,52;7;0,6;151;0,34;3387;0,69;5500;2,18;1022;5,41;347;5,24;132;5,62;30;5,55;6;3,61;10594;1,29
CTTU-4136 (3CQ) do equipamento D23CQ000;CABANGA - DEFRONTE A PCA. GOV. PAULO GUERRA, SENT. PINA -;06:00;07:00;4;2,6;57;3,26;38;3,23;748;1,69;12617;2,55;9180;3,64;229;1,21;14;0,21;7;0,3;2;0,37;3;1,81;22899;2,79
CTTU-4136 (3CQ) do equipamento D23CQ000;CABANGA - DEFRONTE A PCA. GOV. PAULO GUERRA, SENT. PINA -;07:00;08:00;14;9,09;148;8,47;70;5,96;1509;3,42;22492;4,55;11885;4,71;235;1,25;7;0,11;1;0,04;1;0,18;2;1,2;36364;4,42
CTTU-4136 (3CQ) do equipamento D23CQ000;CABANGA - DEFRONTE A PCA. GOV. PAULO GUERRA, SENT. PINA -;08:00;09:00;7;4,55;136;7,78;72;6,13;1911;4,33;27379;5,54;13478;5,35;263;1,39;9;0,14;0;0;0;0;2;1,2;43257;5,26
CTTU-4136 (3CQ) do equipamento D23CQ000;CABANGA - DEFRONTE A PCA. GOV. PAULO GUERRA, SENT. PINA -;09:00;10:00;12;7,79;96;5,5;59;5,02;2473;5,6;29622;5,99;13556;5,38;257;1,36;9;0,14;3;0,13;1;0,18;2;1,2;46090;5,61
CTTU-4136 (3CQ) do equipamento D23CQ000;CABANGA - DEFRONTE A PCA. GOV. PAULO GUERRA, SENT. PINA -;10:00;11:00;9;5,84;128;7,33;90;7,66;2538;5,74;31042;6,28;13934;5,53;303;1,61;16;0,24;1;0,04;1;0,18;1;0,6;48063;5,85
CTTU-4136 (3CQ) do equipamento D23CQ000;CABANGA - DEFRONTE A PCA. GOV. PAULO GUERRA, SENT. PINA -;11:00;12:00;9;5,84;106;6,07;76;6,47;2519;5,7;31512;6,38;14835;5,88;290;1,54;10;0,15;6;0,26;0;0;1;0,6;49364;6
CTTU-4136 (3CQ) do equipamento D23CQ000;CABANGA - DEFRONTE A PCA. GOV. PAULO GUERRA, SENT. PINA -;12:00;13:00;5;3,25;81;4,64;51;4,34;2223;5,03;31431;6,36;16096;6,38;386;2,05;12;0,18;4;0,17;0;0;2;1,2;50291;6,12
CTTU-4136 (3CQ) do equipamento D23CQ000;CABANGA - DEFRONTE A PCA. GOV. PAULO GUERRA, SENT. PINA -;13:00;14:00;9;5,84;81;4,64;31;2,64;1739;3,94;28177;5,7;15697;6,23;380;2,01;11;0,17;4;0,17;1;0,18;1;0,6;46131;5,61
CTTU-4136 (3CQ) do equipamento D23CQ000;CABANGA - DEFRONTE A PCA. GOV. PAULO GUERRA, SENT. PINA -;14:00;15:00;9;5,84;106;6,07;44;3,74;1890;4,28;28241;5,71;15496;6,15;359;1,9;11;0,17;1;0,04;0;0;1;0,6;46158;5,61
CTTU-4136 (3CQ) do equipamento D23CQ000;CABANGA - DEFRONTE A PCA. GOV. PAULO GUERRA, SENT. PINA -;15:00;16:00;11;7,14;119;6,81;75;6,38;2088;4,73;29612;5,99;15105;5,99;343;1,82;9;0,14;1;0,04;0;0;0;0;47363;5,76
CTTU-4136 (3CQ) do equipamento D23CQ000;CABANGA - DEFRONTE A PCA. GOV. PAULO GUERRA, SENT. PINA -;16:00;17:00;26;16,88;193;11,05;184;15,66;2927;6,62;32905;6,66;15219;6,04;297;1,57;10;0,15;1;0,04;0;0;2;1,2;51764;6,3
CTTU-4136 (3CQ) do equipamento D23CQ000;CABANGA - DEFRONTE A PCA. GOV. PAULO GUERRA, SENT. PINA -;17:00;18:00;6;3,9;175;10,02;121;10,3;3758;8,51;35768;7,24;13221;5,24;265;1,4;5;0,08;1;0,04;1;0,18;2;1,2;53323;6,49
CTTU-4136 (3CQ) do equipamento D23CQ000;CABANGA - DEFRONTE A PCA. GOV. PAULO GUERRA, SENT. PINA -;18:00;19:00;6;3,9;124;7,1;114;9,7;6834;15,47;37330;7,55;8454;3,35;127;0,67;4;0,06;0;0;0;0;1;0,6;52994;6,45
CTTU-4136 (3CQ) do equipamento D23CQ000;CABANGA - DEFRONTE A PCA. GOV. PAULO GUERRA, SENT. PINA -;19:00;20:00;11;7,14;90;5,15;53;4,51;4462;10,1;35031;7,09;9963;3,95;158;0,84;4;0,06;0;0;0;0;1;0,6;49773;6,05
CTTU-4136 (3CQ) do equipamento D23CQ000;CABANGA - DEFRONTE A PCA. GOV. PAULO GUERRA, SENT. PINA -;20:00;21:00;2;1,3;38;2,18;44;3,74;3126;7,07;29451;5,96;11117;4,41;221;1,17;11;0,17;1;0,04;0;0;1;0,6;44012;5,35
CTTU-4136 (3CQ) do equipamento D23CQ000;CABANGA - DEFRONTE A PCA. GOV. PAULO GUERRA, SENT. PINA -;21:00;22:00;6;3,9;32;1,83;25;2,13;1973;4,47;22978;4,65;10937;4,34;247;1,31;8;0,12;2;0,09;1;0,18;0;0;36209;4,4
CTTU-4136 (3CQ) do equipamento D23CQ000;CABANGA - DEFRONTE A PCA. GOV. PAULO GUERRA, SENT. PINA -;22:00;23:00;2;1,3;19;1,09;8;0,68;657;1,49;12949;2,62;13783;5,47;2357;12,49;600;9,06;149;6,34;41;7,58;9;5,42;30574;3,72
CTTU-4136 (3CQ) do equipamento D23CQ000;CABANGA - DEFRONTE A PCA. GOV. PAULO GUERRA, SENT. PINA -;23:00;23:59;1;0,65;1;0,06;3;0,26;272;0,62;5751;1,16;9201;3,65;2716;14,39;1005;15,17;355;15,11;93;17,19;17;10,24;19415;2,36
CTTU-4137 (3CR) do equipamento D23CR000;CABANGA - APOS A PONTE AGAMENON MAGALHAES, SENT. DERBY -;00:00;01:00;0;0;13;0,95;64;1,43;866;0,43;5383;0,73;6947;3,5;2079;14,71;676;15,89;197;15,9;26;11,93;7;14,29;16258;1,4
CTTU-4137 (3CR) do equipamento D23CR000;CABANGA - APOS A PONTE AGAMENON MAGALHAES, SENT. DERBY -;01:00;02:00;0;0;3;0,22;25;0,56;603;0,3;3016;0,41;3592;1,81;1395;9,87;526;12,36;187;15,09;29;13,3;9;18,37;9385;0,81
CTTU-4137 (3CR) do equipamento D23CR000;CABANGA - APOS A PONTE AGAMENON MAGALHAES, SENT. DERBY -;02:00;03:00;1;0,73;2;0,15;16;0,36;531;0,26;2058;0,28;2300;1,16;1125;7,96;534;12,55;182;14,69;19;8,72;6;12,24;6774;0,58
CTTU-4137 (3CR) do equipamento D23CR000;CABANGA - APOS A PONTE AGAMENON MAGALHAES, SENT. DERBY -;03:00;04:00;0;0;3;0,22;3;0,07;203;0,1;1563;0,21;2157;1,09;1188;8,41;625;14,69;180;14,53;38;17,43;12;24,49;5972;0,51
CTTU-4137 (3CR) do equipamento D23CR000;CABANGA - APOS A PONTE AGAMENON MAGALHAES, SENT. DERBY -;04:00;05:00;0;0;4;0,29;9;0,2;145;0,07;1591;0,22;2656;1,34;1149;8,13;547;12,86;161;12,99;41;18,81;6;12,24;6309;0,54
CTTU-4137 (3CR) do equipamento D23CR000;CABANGA - APOS A PONTE AGAMENON MAGALHAES, SENT. DERBY -;05:00;06:00;0;0;18;1,32;54;1,21;390;0,19;5181;0,7;6704;3,38;987;6,98;297;6,98;93;7,51;23;10,55;1;2,04;13748;1,18
CTTU-4137 (3CR) do equipamento D23CR000;CABANGA - APOS A PONTE AGAMENON MAGALHAES, SENT. DERBY -;06:00;07:00;2;1,46;63;4,61;103;2,3;2865;1,43;24349;3,3;11735;5,91;356;2,52;34;0,8;3;0,24;1;0,46;0;0;39511;3,39
CTTU-4137 (3CR) do equipamento D23CR000;CABANGA - APOS A PONTE AGAMENON MAGALHAES, SENT. DERBY -;07:00;08:00;1;0,73;49;3,58;142;3,17;9605;4,78;44048;5,96;10847;5,47;239;1,69;25;0,59;6;0,48;2;0,92;1;2,04;64965;5,58
CTTU-4137 (3CR) do equipamento D23CR000;CABANGA - APOS A PONTE AGAMENON MAGALHAES, SENT. DERBY -;08:00;09:00;73;53,28;287;20,98;413;9,22;11049;5,5;45880;6,21;10206;5,14;262;1,85;35;0,82;3;0,24;0;0;0;0;68208;5,86
CTTU-4137 (3CR) do equipamento D23CR000;CABANGA - APOS A PONTE AGAMENON MAGALHAES, SENT. DERBY -;09:00;10:00;4;2,92;29;2,12;177;3,95;11867;5,91;43428;5,88;10126;5,1;253;1,79;30;0,71;3;0,24;0;0;0;0;65917;5,66
CTTU-4137 (3CR) do equipamento D23CR000;CABANGA - APOS A PONTE AGAMENON MAGALHAES, SENT. DERBY -;10:00;11:00;5;3,65;40;2,92;203;4,53;11858;5,91;41246;5,58;10055;5,07;247;1,75;18;0,42;8;0,65;0;0;0;0;63680;5,47
CTTU-4137 (3CR) do equipamento D23CR000;CABANGA - APOS A PONTE AGAMENON MAGALHAES, SENT. DERBY -;11:00;12:00;1;0,73;40;2,92;197;4,4;11717;5,84;40242;5,45;10850;5,47;281;1,99;31;0,73;8;0,65;1;0,46;0;0;63368;5,44
CTTU-4137 (3CR) do equipamento D23CR000;CABANGA - APOS A PONTE AGAMENON MAGALHAES, SENT. DERBY -;12:00;13:00;1;0,73;69;5,04;271;6,05;10563;5,26;39265;5,31;11775;5,93;252;1,78;35;0,82;3;0,24;1;0,46;0;0;62235;5,35
